OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,HOLC Grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
914,Polygon,4,913,CA,San Francisco, ,C1,C,716,"{ ""1"" : ""This area, consisting of 24 blocks, is over 95% developed with a heterogeneous mixture of single and multiple family dwellings, flats and apartment houses, having a cost range of $3500 to $10,000 and an average age of from 10 to 20 years, many o",2.686751,63.85184,0,24.084823,4.376212,5.339897,76.507479,23.492527,0.083297,93.949534,6.050471,100.000006,0,91.224076,0.056181,0.000029,1
916,Polygon,1,915,CA,San Francisco, ,C11,C,745,"{ ""1"" : ""This area occupies the slopes of Telegraphy Hill, which is 263 feet high and is surmounted by the Colt Memorial Tower which rises an additional 187 feet and constitutes the principal observation point in the city. The area was formerly occupied",0.700268,72.213242,0,18.190243,11.155541,7.596128,29.453787,70.546223,0.932971,67.880583,32.119427,100.00001,0,98.138919,0.020801,0.000017,1
919,Polygon,3,918,CA,San Francisco, ,C14,C,740,"{ ""1"" : ""This area of 16 blocks surrounding Alamo Square occupies a little stretch of territory having an elevation of some 200 feet. It is inhabited by business men, \""white collar\"" workers, and some professional men, having incomes ranging from $2,000",9.137261,65.538869,0.298026,10.490304,13.891077,4.269979,12.350979,87.649018,0,94.54693,5.453068,99.999997,0,84.204929,0.026559,0.000014,1
923,Polygon,3,922,CA,San Francisco, ,C18,C,788,"{ ""1"" : ""This area, consisting of some 85 blocks, is approximately 50% built-up. Its topography runs from level in the northern portion to hills in the southern part but without steep slopes or bluffs. It is occupied largely by skilled artisans, \""white-",1.51566,44.851841,0.002229,42.475416,14.44714,2.46547,86.685341,13.31465,0,96.358042,3.64195,99.999992,0,96.653526,0.072204,0.000176,1
924,Polygon,6,923,CA,San Francisco, ,C19,C,752,"{ ""1"" : ""This area is comprised of 25 blocks and is approximately 75% built-up. The topography is comparatively level, hills surrounding the area on three sides and lending charm to the location. The inhabitants are largely \""white collar\"" workers, skil",0.011963,81.511577,0,9.015237,7.905531,0.565939,67.802897,32.197104,0,98.046814,1.953187,100.000001,0,84.688044,0.028013,0.000039,1
928,Polygon,7,927,CA,San Francisco, ,C22,C,785,"{ ""1"" : ""This area contains 80 some-odd blocks, and the topography is level with a slightly rolling tendency. The inhabitants consist of \""white collar\"" workers, business men and skilled laborers, having an income range of $1500 to $3600. There are no r",0.926116,33.542828,0,49.850617,18.533259,3.093249,81.39891,18.601095,0,83.449665,16.55034,100.000004,0,94.254159,0.093048,0.00014,1
933,Polygon,3,932,CA,San Francisco, ,C27,C,793,"{ ""1"" : ""This area of some 20 blocks is approximately 70% built-up and has a generally level topography, sloping slightly to the east. The inhabitants consist of \""white collar\"" and factory workers, laborers, and service group workers, having a range of",1.23446,14.233562,0.00715,60.744688,25.753127,9.744514,73.251263,26.74874,0,78.33581,21.664193,100.000003,0,94.919023,0.023198,0.00002,1
934,Polygon,4,933,CA,San Francisco, ,C28,C,792,"{ ""1"" : ""This area, which consists of 41 blocks and is 75% built-up, has the same general topography as \""C-27\"" and is also occupied by \""white collar\"" and factory workers, laborers, and service group workers with an income range of from $1200 to $2400",1.23446,14.233562,0.00715,60.744688,25.753127,9.744514,73.251263,26.74874,0,78.33581,21.664193,100.000003,0,94.919023,0.035446,0.000057,1
935,Polygon,3,934,CA,San Francisco, ,C29,C,805,"{ ""1"" : ""This area. consisting of 13 blocks, is 70% built-up and has a generally level topography which slopes gently to the Southwest. The inhabitants are largely \""white collar\"" workers, skilled laborers, artisans, and factory workers with a $1500 to",0.610919,11.050904,0,87.793124,1.836633,0.088726,76.072988,23.927012,0,72.833575,27.166426,100.000001,0,97.570087,0.016941,0.000015,1
938,Polygon,5,937,CA,San Francisco, ,C4,C,722,"{ ""1"" : ""This area consisting of some 15 blocks joins what is known as Laurel Hill Cemetery on three sides. It is a rolling area having an elevation of some 200 to 250 feet. A City ordinance was recently passed providing for the vacation of the old cemet",0,75.980075,0,14.681057,6.368354,5.325251,49.593567,50.406433,0,90.138443,9.861558,100.000001,0,86.862736,0.038583,0.00002,1
939,Polygon,6,938,CA,San Francisco, ,C5,C,719,"{ ""1"" : ""This area of 11 blocks bordering the northeast corner of Golden Gate Park has a favorable topography for residential purposes. It is from 30 to 40 years old and is 75% built-up. The single-family dwellings have a value of $3500 to $7500, and an",3.388221,30.719149,2.448115,56.304328,7.739873,14.787469,28.424198,71.575803,0,73.090476,26.909525,100.000001,0,92.444329,0.048374,0.000077,1
940,Polygon,8,939,CA,San Francisco, ,C6,C,727,"{ ""1"" : ""This area of 28 blocks occupies quite a precipitous slope, there being an approximate drop of 100 feet from north to south. It lies directly south of the best residential area in the city and is adjacent to and overlooks two of the oldest areas",0.308662,89.248677,0.008965,6.188927,1.577631,3.804639,65.148431,34.851578,0,93.906859,6.09315,100.000009,0,97.165047,0.041748,0.000042,1
945,Polygon,3,944,CA,San Francisco, ,D10,D,801,"{ ""1"" : ""This area of 25 blocks is known as Holly Park Circle and occupies a gentle slope running generally from east to west. It is approximately 85% built-up, and the inhabitants consist of small business men, \""white collar\"" employees, skilled artisa",1.424518,37.730195,0.112721,37.403254,30.054609,7.667674,56.791215,43.20878,0,77.703026,22.296969,99.999995,0,98.047186,0.039273,0.00003,1
948,Polygon,4,947,CA,San Francisco, ,D13,D,802,"{ ""1"" : ""This is a large area of some 150 blocks which is built around and upon the slopes of what is known as Bernal Heights which has an elevation of 250 feet. The northern part of this area is probably not more than 50% occupied, but the southern part",1.23446,14.233562,0.00715,60.744688,25.753127,9.744514,73.251263,26.74874,0,78.33581,21.664193,100.000003,0,94.919023,0.061411,0.000197,1
949,Polygon,3,948,CA,San Francisco, ,D14,D,806,"{ ""1"" : ""This area contains some 40 blocks and is about 50% built-up. It has a slightly undulating topography which is favorable to residential development, and it is inhabited largely by skilled and semi-skilled factory workers and artisans, having inco",0.610919,11.050904,0,87.793124,1.836633,0.088726,76.072988,23.927012,0,72.833575,27.166426,100.000001,0,97.570087,0.053568,0.000099,1
954,Polygon,5,953,CA,San Francisco, ,D3,D,741,"{ ""1"" : ""This large area of 125 blocks or more slopes gradually from northwest to southeast. It is what might be termed the \""melting pot of the West\"" and is the nearest approach to a slum district in San Francisco. It has a highly congested population",9.137261,65.538869,0.298026,10.490304,13.891077,4.269979,12.350979,87.649018,0,94.54693,5.453068,99.999997,0,84.204929,0.097589,0.000163,1
958,Polygon,5,957,CA,San Francisco, ,D7,D,783,"{ ""1"" : ""This area consists of approximately 35 blocks and is 75% built-up. It is of a generally rolling topography, sloping to the southeast and having some hills and bluffs in the northern part. The inhabitants are, for the most part, laborers and fact",0.926116,33.542828,0,49.850617,18.533259,3.093249,81.39891,18.601095,0,83.449665,16.55034,100.000004,0,94.254159,0.037808,0.000047,1
961,Polygon,8,960,CA,San Francisco, , ,B,758,"{ """" : """" }",2.120194,63.629203,0.169389,28.681143,3.966684,1.458654,73.191827,26.80816,0,95.717529,4.282458,99.999987,0,91.558987,0.108133,0.000352,1
962,Polygon,3,961,CA,San Francisco, , ,C,811,"{ """" : """" }",0.896168,44.965103,0.056526,44.014562,4.208585,6.662874,80.981017,19.01898,0,95.334135,4.665862,99.999997,0,96.025197,0.012606,0.000009,1
963,Polygon,5,962,CA,San Jose, ,A1,A,817,"{ ""10c"" : ""Good"", ""11b"" : ""36 singles"", ""1"" : ""San Jose, California A-1 Green"", ""14"" : ""Zoned single-family residential with provision for shopping district at corner of Naglee and Park Avenues. The eastern part of area has been a choice residential sect",2.850245,66.815471,0.735225,17.256276,15.606527,3.162628,70.654241,29.345755,0,75.464325,24.535671,99.999996,0,90.321844,0.060375,0.000113,1
964,Polygon,2,963,CA,San Jose, ,A2,A,840,"{ ""5g"" : ""Yes "", ""10a"" : ""Good"", ""9c"" : ""Good"", ""9a"" : ""Good"", ""5c"" : ""None "", ""11a"" : ""$10,000 single"", ""11b"" : ""3 singles"", ""14"" : ""The area is zoned single-family residential and is also protected by deed restrictions. Together with Area B-5, with whi",3.017183,39.359964,0,15.151608,45.874369,27.357616,28.079506,71.920495,0,81.711976,18.288025,100.000001,0,100.000001,0.015969,0.000015,1
965,Polygon,3,964,CA,San Jose, ,B1,B,814,"{ ""7"" : ""3000-4500 $5,000 1937 30 35-50 45 4500 1933 25-35 45 1929 67 90 1929 3500-5750 3,500 4,000-6500 100 70 100 35-50 100"", ""11b"" : ""3"", ""2"" : ""Level with gentle slopes"", ""9b"" : ""Fair"", ""5g"" : ""Slowly "", ""6a"" : ""5 to 8 rooms 1 and 2 story"", ""5a"" : ""T",1.955585,54.157931,0.226462,29.206349,20.898491,13.793918,21.762594,78.237399,0,62.703756,37.296238,99.999993,0,93.550304,0.03151,0.000019,1
966,Polygon,5,965,CA,San Jose, ,B2,B,816,"{ ""10a"" : ""Good"", ""10b"" : ""$40 singles"", ""9c"" : ""Good"", ""9b"" : ""$5500 to $6000 singles"", ""9a"" : ""Good"", ""8c"" : ""85"", ""8b"" : ""100"", ""8a"" : ""75"", ""7"" : ""50 40-60 40 25-35 5,000 1933 4500-6,000 100 6 room 5,000 3,500 1929 1929 30 3000-4,000 30-50 100 80 100",2.850245,66.815471,0.735225,17.256276,15.606527,3.162628,70.654241,29.345755,0,75.464325,24.535671,99.999996,0,90.321844,0.071132,0.000142,1
967,Polygon,7,966,CA,San Jose, ,B3,B,818,"{ ""5d"" : "" No"", ""5f"" : ""No"", ""6b"" : ""Frame, stucco, brick"", ""5a"" : ""Professional, executives, business men"", ""4"" : ""Some residences in eastern part, while well-maintained, are getting old. "", ""12a"" : ""Ample"", ""5b"" : ""$3000 up "", ""10c"" : ""Good"", ""10b"" : """,2.850245,66.815471,0.735225,17.256276,15.606527,3.162628,70.654241,29.345755,0,75.464325,24.535671,99.999996,0,90.321844,0.065335,0.000107,1
969,Polygon,6,968,CA,San Jose, ,B5,B,839,"{ ""13"" : ""Upward for next ten years, then static"", ""9a"" : ""Good"", ""5e"" : ""Remote"", ""6c"" : ""20 years"", ""4"" : ""None"", ""9c"" : ""Good"", ""10a"" : ""Good"", ""5d"" : "" No"", ""8a"" : ""85%"", ""5a"" : ""Professional, executives, retired capitalists"", ""6a"" : ""1 and 2 story 5",3.017183,39.359964,0,15.151608,45.874369,27.357616,28.079506,71.920495,0,81.711976,18.288025,100.000001,0,100.000001,0.049236,0.000074,1
972,Polygon,3,971,CA,San Jose, ,C1,C,813,"{ ""14"" : ""Zoned \""A\"" and \""B\"" residential. (See Introductory Remarks.\"" This area, while old to the point of dilapidation in some spots, showed a distinct tendency to come back. For example, in the block bounded by Washington, Lafayette, Harrison, and",1.955585,54.157931,0.226462,29.206349,20.898491,13.793918,21.762594,78.237399,0,62.703756,37.296238,99.999993,0,93.550304,0.032728,0.000051,1
974,Polygon,5,973,CA,San Jose, ,C11,C,821,"{ ""12b"" : ""ample"", ""4"" : ""Proximity to inharmonious population and industry. "", ""10c"" : ""Good"", ""5e"" : ""remote"", ""6c"" : ""12 to 15 years"", ""9b"" : ""5 room $4500"", ""5d"" : ""No "", ""12a"" : ""Ample"", ""9c"" : ""Good"", ""3"" : ""Convenience to schools, transportation,",2.850245,66.815471,0.735225,17.256276,15.606527,3.162628,70.654241,29.345755,0,75.464325,24.535671,99.999996,0,90.321844,0.05787,0.000059,1
979,Polygon,3,978,CA,San Jose, ,C2,C,815,"{ ""10b"" : ""$40 single"", ""5a"" : ""White collar workers, teachers, mill workers and artisans. "", ""5b"" : ""1500-2400"", ""5c"" : ""No concentration "", ""6a"" : ""Single family, 1 story 4 to 6 rooms"", ""12b"" : ""ample"", ""5g"" : "" Slowly"", ""9c"" : ""Fair to good"", ""8c"" : """,1.955585,54.157931,0.226462,29.206349,20.898491,13.793918,21.762594,78.237399,0,62.703756,37.296238,99.999993,0,93.550304,0.064998,0.000067,1
980,Polygon,4,979,CA,San Jose, ,C3,C,819,"{ ""10b"" : ""$40 singles "", ""10c"" : ""Good"", ""11a"" : ""$4000 to $6000 singles $7000 duplexes"", ""11b"" : ""31 singles 3 multi-family "", ""5a"" : ""Business men, railroad men, white collar workers & artisans. "", ""12a"" : """", ""12b"" : """", ""8a"" : ""85"", ""13"" : ""Static t",2.765309,66.150314,0.43538,13.641004,24.178465,12.920929,44.624475,55.375528,0,74.740062,25.259941,100.000003,0,97.732503,0.063617,0.000088,1
993,Polygon,3,992,CA,San Jose, ,D5,D,820,"{ ""5e"" : ""Lower income"", ""9c"" : ""poor"", ""9b"" : """", ""9a"" : ""Poor"", ""8c"" : ""25%"", ""8b"" : ""95%"", ""8a"" : ""95%"", ""7"" : ""                    Land values dominate prices to such extent that comparisons are worthless "", ""6d"" : ""mixed-fair to dilapidated"", ""6c"" :",2.976081,62.118343,0.760506,16.18062,24.918432,5.242326,70.387379,29.612622,0,83.251011,16.74899,100.000001,0,85.322672,0.020939,0.000021,1
995,Polygon,5,994,CA,San Jose, ,D7,D,822,"{ ""13"" : ""Upward (see clarifying remarks)"", ""12b"" : ""limited"", ""5f"" : ""yes, many"", ""2"" : ""Level with gentle slopes"", ""12a"" : ""limited"", ""5g"" : ""yes, many "", ""1"" : ""San Jose, California Red D-7"", ""9c"" : ""Poor"", ""3"" : ""convenience to transportation, school",2.850245,66.815471,0.735225,17.256276,15.606527,3.162628,70.654241,29.345755,0,75.464325,24.535671,99.999996,0,90.321844,0.075084,0.000184,1
996,Polygon,3,995,CA,San Jose, ,D8,D,823,"{ ""13"" : ""Downward"", ""10b"" : ""$25 singles"", ""5c"" : ""Italians & Slay  50%"", ""6d"" : ""fair"", ""3"" : ""Good soil. Convenience to transportation, schools, shopping center and places of employment"", ""5a"" : ""Skilled & unskilled laborers, service employees & canne",2.092117,67.663182,1.230553,12.293799,25.249682,9.080411,56.021894,43.978112,0.43655,64.628252,35.371753,100.000005,0,89.374069,0.043321,0.000054,1
1000,Polygon,4,999,CA,Stockton,Westmoor,A1,A,852,"{ ""3k"" : ""  "", ""1b"" : ""In direction of city's growth. The area is zoned single family residential. Cross town boulevard under construction on northern boundary. In process of being subdivided with ample deed restrictions. Proximity to College of Pacific.",1.826227,75.863261,0.679471,14.130922,24.716086,10.884575,63.202549,36.797451,0,89.35497,10.64503,100,0,98.608903,0.030663,0.000039,1
